阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
实偪处此	shi'bi'chu'ci	《左传·隐公十一年》：“无滋他族，实偪处此，以与我郑国争此土也。”本意为迫于形势而占有此地。后用以表示为情势所迫，不得不如此。
实蕃有徒	shi'fan'you'tu	见“实繁有徒”。
实繁有徒	shi'fan'you'tu	亦作“实蕃有徒”。意谓确实有不少这样的人。一般用贬义。
实事求是	shi'shi'qiu'shi	本谓弄清事实，求得正确的结论。后多指从实际情况出发，不夸大，不缩小，正确地对待和处理问题。
实心实意	shi'xin'shi'yi	言行发自内心，真诚。
实至名归	shi'zhi'ming'gui	谓有了实际成就，就会有相应的声誉。
拾陈蹈故	shi'chen'dao'gu	因袭陈词滥调。
拾带重还	shi'dai'zhong'huan	相传唐宰相裴度少时游香山寺，拾得某妇人所遗下的三条宝带，这是她借来为父亲脱罪的，裴度守候着还了她。见宋丁用晦《芝田录·裴度》。后以喻拾到财物，物归原主，不占为己有。
拾金不昧	shi'jin'bu'mei	谓拾得钱财不藏起来据为己有。
拾人涕唾	shi'ren'ti'tuo	比喻蹈袭他人的意见、言论，没有自己的见解和主张。
拾人唾涕	shi'ren'tuo'ti	见“拾人涕唾”。
拾人唾馀	shi'ren'tuo'yu	见“拾人涕唾”。
拾人牙慧	shi'ren'ya'hui	南朝宋刘义庆《世说新语·文学》：“殷中军云：康伯未得我牙后慧。”后以“拾人牙慧”比喻拾取人家的一言半语当作自己的话。
拾遗补阙	shi'yi'bu'que	①补正别人的缺点过失。②采录遗逸的事迹。
食案方丈	shi'an'fang'zhang	同“食前方丈”。
食必方丈	shi'bi'fang'zhang	同“食前方丈”。
食辨劳薪	shi'bian'lao'xin	南朝宋刘义庆《世说新语·术解》：“荀勖尝在晋武帝坐上食笋进饭，谓在坐人曰：‘此是劳薪所炊也。’坐者未之信，密遣问之，实用故车脚。”后遂以“食辨劳薪”形容识见卓越。
食不充肠	shi'bu'chong'chang	见“食不充饥”。
食不充饥	shi'bu'chong'ji	又作：食不果腹。
食不充口	shi'bu'chong'kou	见“食不餬口”。
食不二味	shi'bu'er'wei	吃饭不用两道菜肴。谓饮食节俭。
食不甘味	shi'bu'gan'wei	吃东西时感觉不到它的美好滋味。形容心中有事不安。
食不果腹	shi'bu'guo'fu	吃不饱肚子。形容生活贫困。语本《庄子·逍遥游》：“適莽苍者，三飡而反，腹犹果然。”
食不餬口	shi'bu'hu'kou	不能吃饱肚子。形容生活艰难困苦。
食不遑味	shi'bu'huang'wei	同“食不甘味”。
食不兼肉	shi'bu'jian'rou	吃饭不用两道肉食。谓饮食节俭。
食不兼味	shi'bu'jian'wei	见“食不二味”。
食不累味	shi'bu'lei'wei	同“食不二味”。
食不下咽	shi'bu'xia'yan	食物虽在口中但咽不下去。形容忧心忡忡，不思饮食。语出唐韩愈《张中丞传后叙》：“霁云（南霁云）慷慨语曰：‘云来时，睢阳之人不食月馀日矣！云虽欲独食，义不忍；虽食，且不下咽。’”
食不厌精，脍不厌细	shi'bu'yan'jing'-'kuai'bu'yan'xi	不厌细】	粮食不嫌舂得精，鱼和肉不嫌切得细。《论语·乡党》：“斋必变食，居必迁坐。食不厌精，脍不厌细。”后用以形容饮食极其讲究。
食不知味	shi'bu'zhi'wei	同“食不甘味”。
食不终味	shi'bu'zhong'wei	同“食不甘味”。
食不重肉	shi'bu'zhong'rou	见“食不兼肉”。
食不重味	shi'bu'zhong'wei	同“食不二味”。
食箪浆壶	shi'dan'jiang'hu	为欢迎所拥护的军队，用箪盛饭，用壶盛水，进行犒劳。语本《孟子·梁惠王下》：“箪食壶浆，以迎王师。”
食而不化	shi'er'bu'hua	吃了东西而不消化。比喻对所学的知识未能融会贯通。
食方于前	shi'fang'yu'qian	同“食前方丈”。
食甘寝安	shi'gan'qin'an	见“食甘寝宁”。
食甘寝宁	shi'gan'qin'ning	吃得香甜，睡得安稳。形容心绪宁静。
食古不化	shi'gu'bu'hua	读书、作画一味学习古人，拘泥陈法，不善灵活运用。亦泛指拘泥不能变通。
食古如鲠	shi'gu'ru'geng	又作：食古不化。
食藿悬鹑	shi'huo'xuan'chun	谓生活穷苦。食藿，以豆叶为食；悬鹑，衣衫褴褛，似鹑鸟悬垂的秃尾。
食饥息劳	shi'ji'xi'lao	谓使饥饿者得食，疲劳者休息。
食马留肝	shi'ma'liu'gan	《史记·封禅书》：“文成（少翁）食马肝死耳。”司马贞索隐：“案：《论衡》云：‘气热而毒盛，故食走马肝杀人。’”又《汉书。儒林传·辕固》：“辕固，齐人也。以治《诗》孝景时为博士，与黄生争论於上前……於是上曰：‘食肉毋食马肝，未为不知味也；言学者毋言汤武受命，不为愚。’”后反用其义，以“食马留肝”比喻未能吸取精华。
食毛践土	shi'mao'jian'tu	居其地而食其土之所产。毛，指可食植物。谓一切生活所需，均属国君所有。旧时常用作感戴君恩之辞。语本《左传·昭公七年》：“封略之内，何非君土；食土之毛，谁非君臣？”
食前方丈	shi'qian'fang'zhang	吃饭时面前一丈见方的地方都摆满了食物。形容生活奢侈。
食肉寝皮	shi'rou'qin'pi	《左传·襄公二十一年》：“庄公为勇爵，殖绰、郭最欲与焉。州绰……对曰：‘臣为隶新。然二子者，譬如禽兽，臣食其肉而寝处其皮矣。’”后遂以“食肉寝皮”喻敌人为禽兽，恨不得割他的肉吃，剥他的皮当垫褥，表示极端仇恨。
食少事烦	shi'shao'shi'fan	每日吃饭很少，可是处理的事务非常繁重。形容身体衰弱，不堪承受繁重任务。语本《晋书·宣帝纪》：“先是，亮（诸葛亮）使至，帝问曰：‘诸葛公起居何如？食可几（许）米？’对曰：‘三四升。’次问政事，曰：‘二十罚已上皆自省览。’帝既而告人曰：‘诸葛孔明其能久乎！’竟如其言。”
食少事繁	shi'shao'shi'fan	见“食少事烦”。
食生不化	shi'sheng'bu'hua	谓生吞活剥，不善灵活运用。
食宿相兼	shi'su'xiang'jian	比喻幻想同时实现两个互相矛盾的目标。语本《艺文类聚》卷四十引汉应劭《风俗通·两袒》：“齐人有女，二人求之。东家子丑而富，西家子好而贫。父母疑不能决，问其女：‘定所欲適，难指斥言者，偏袒令我知之。’女便两袒，怪问其故。云：‘欲东家食，西家宿。’此为两袒者也。”
食荼卧棘	shi'tu'wo'ji	吃苦菜，睡粗草。形容初民的生活艰苦。
食为民天	shi'wei'min'tian	谓粮食是人民赖以生存的最为重要的东西。
食味方丈	shi'wei'fang'zhang	同“食前方丈”。
食言而肥	shi'yan'er'fei	谓违背诺言，只图对自己有利。语本《左传·哀公二十五年》：“公宴於五梧。武伯为祝，恶郭重，曰：‘何肥也？’季孙曰：‘请饮彘也！以鲁国之密迩仇雠，臣是以不获从君，克免於大行，又谓重也肥。’公曰：‘是食言多矣，能无肥乎？’”
食鱼遇鯖	shi'yu'yu'qing	比喻调换口味，使不单调。鲭，鱼肉合烧的美味。
食玉炊桂	shi'yu'chui'gui	比喻物价昂贵，生活艰难。
食子徇君	shi'zi'xun'jun	谓吃自己兒子的肉以媚主邀功。
食租衣税	shi'zu'yi'shui	靠收取赋税而生活。
史不绝书	shi'bu'jue'shu	史册上不断有这类记载。形容历史上经常发生同类事情。
史无前例	shi'wu'qian'li	历史上从来没有过的事例。
矢不虚发	shi'bu'xu'fa	形容射箭本领极高，每发必中。
矢口猖言	shi'kou'chang'yan	又作：信口胡说。
矢口否认	shi'kou'fou'ren	谓一口咬定，拒不承认。
矢力同心	shi'li'tong'xin	齐心合力。
矢如雨下	shi'ru'yu'xia	箭像雨一样射来。极言其多。
矢死不二	shi'si'bu'er	见“矢死无贰”。
矢死无贰	shi'si'wu'er	发誓宁死不变。
矢无虚发	shi'wu'xu'fa	见“矢不虚发”。
矢心不二	shi'xin'bu'er	立誓无二心。
矢在弦上，不得不发	shi'zai'xian'shang'-'bu'de'bu'fa	得不发】	比喻事情到了不得不做或有话非说不可的时刻。
矢志不摇	shi'zhi'bu'yao	见“矢志不渝”。
矢志不移	shi'zhi'bu'yi	见“矢志不渝”。
矢志不渝	shi'zhi'bu'yu	立誓决不改变自己的志向。语出《晋书·谢安传》：“安虽受朝寄，然东山之志始末不渝，每形於言色。”
豕窜狼逋	shi'cuan'lang'bu	狼狈逃窜貌。
豕分蛇断	shi'fen'she'duan	比喻支离破碎。
豕亥鱼鲁	shi'hai'yu'lu	《吕氏春秋·察传》载有“己亥”误作“三豕”的故事。晋葛洪《抱朴子·遐览》：“书字人知之，犹尚写之多误。故谚曰：书三写，鱼成鲁，虚成虎。此之谓也。”后以“豕亥鱼鲁”谓书籍传写或刊印中的文字错误。
豕虎传譌	shi'hu'chuan'e	同“豕亥鱼鲁”。
豕食丐衣	shi'shi'gai'yi	吃猪狗之食，穿乞丐之衣。比喻极其贫困。
豕突狼奔	shi'tu'lang'ben	如野猪冲撞，似恶狼奔窜。比喻人之横冲直撞。
使功不如使过	shi'gong'bu'ru'shi'guo	】	谓使用有功绩之人，不如起用有过失者，使其效命自勉，将功补过。语出《后汉书·索卢放传》：“太守受诛，诚不敢言，但恐天下惶惧，各生疑变。夫使功者不如使过，原以身代太守之命。”
使乖弄巧	shi'guai'nong'qiao	①耍手腕；耍花招。②又作：卖俏。
使酒骂坐	shi'jiu'ma'zuo	见“使酒骂座”。
使酒骂座	shi'jiu'ma'zuo	亦作“使酒骂坐”。汉灌夫为人刚直不阿，好使酒。一日，与魏其侯窦婴共赴丞相田蚡宴。夫怒蚡傲慢无礼，遂借行酒之机指临汝侯灌贤而骂之，其意实在蚡。蚡乃劾夫骂坐不敬。事见《史记·魏其武安侯列传》。后因称在酒宴上借酒使性、辱骂同席之人为“使酒骂座”。
使贤任能	shi'xian'ren'neng	任用有品德有才能的人。
使心彆气	shi'xin'bie'qi	发脾气。
使心用腹	shi'xin'yong'fu	用心思，使坏心眼。
使心用倖	shi'xin'yong'xing	见“使心作倖”。
使心作倖	shi'xin'zuo'xing	亦作“使心用倖”。用心机。
使性傍气	shi'xing'bang'qi	见“使性谤气”。
使性谤气	shi'xing'bang'qi	亦作“使性傍气”。亦作“使性摜气”。发脾气；撒气。
使性摜气	shi'xing'guan'qi	见“使性谤气”。
使羊将狼	shi'yang'jiang'lang	派羊去指挥狼。比喻不足以统众。
使嘴使舌	shi'zui'shi'she	搬弄口舌。
始终不渝	shi'zhong'bu'yu	自始至终一直不变。
始终如一	shi'zhong'ru'yi	自始至终都一样。
始终若一	shi'zhong'ruo'yi	同“始终如一”。
始作俑者	shi'zuo'yong'zhe	开始用俑殉葬的人。《孟子·梁惠王上》：“仲尼曰：‘始作俑者，其无后乎！’为其象人而用之也。”后以比喻某种坏事或恶劣风气的肇始人。
屎流屁滚	shi'liu'pi'gun	形容惊恐之极。
屎屁直流	shi'pi'zhi'liu	形容恐惧之极。
士饱马腾	shi'bao'ma'teng	唐韩愈《平淮西碑》：“士饱而歌，马腾於槽。”后以“士饱马腾”谓军中粮草充足，士气旺盛。
士别三日，刮目相待	shi'bie'san'ri'-'gua'mu'xiang'dai	目相待】	《三国志·吴志·吕蒙传》：“遂拜蒙母，结友而别”南朝宋裴松之注：“肃（鲁肃）拊蒙背曰：‘吾谓大弟但有武略耳，至於今者，学识英博，非复吴下阿蒙。’蒙曰：‘士别三日，即更刮目相待。大兄今论，何一称穰侯乎！’”后因以“士别三日，刮目相待”谓别后进步快速，当另眼相看。
世道人心	shi'dao'ren'xin	泛指社会的道德风尚和人们的思想情感等。
世态炎凉	shi'tai'yan'liang	指趋炎附势的人情世故。
世外桃源	shi'wai'tao'yuan	晋陶潜撰《桃花源记》，描述一个与世隔绝，未受战乱破坏的理想社会，文中有云：“自云先世避秦时乱，率妻子邑人来此绝境，不复出焉，遂与外人间隔。问今是何世，乃不知有汉，无论魏晋。”后以“世外桃源”借指不受外界影响或理想中的美好境地。
世掌丝纶	shi'zhang'si'lun	《礼记·缁衣》：“王言如丝，其出如纶。”后中书省代皇帝草拟诏旨，称为掌丝纶。父子或祖孙相继在中书省任职的称为世掌丝纶。
市井无赖	shi'jing'wu'lai	指城市中游手好闲、品行不端的人。
市井小人	shi'jing'xiao'ren	指城市中庸俗鄙陋之人。
市井之臣	shi'jing'zhi'chen	①去官而居于都邑的士大夫，对君自称“市井之臣”。②指居于都邑而未做官的人。
市民文学	shi'min'wen'xue	封建社会后期，适应城市居民需要而产生的一种文学。内容大多描写市民社会的生活和悲欢离合的故事，反映市民阶层的思想和愿望。宋元明话本是其代表作品。
示贬於褒	shi'bian'yu'bao	又作：寓批评于表扬。
事半功百	shi'ban'gong'bai	同“事半功倍”。
事半功倍	shi'ban'gong'bei	谓费力小而收效大。
事倍功半	shi'bei'gong'ban	谓费力大而收效小。
事必躬亲	shi'bi'gong'qin	凡事一定亲自去做。
事不过三	shi'bu'guo'san	谓同样的事不宜连作三次。
事不师古	shi'bu'shi'gu	谓作事而不遵守古训。
事不宜迟	shi'bu'yi'chi	谓事情急迫，须抓紧快做。
事不有馀	shi'bu'you'yu	谓达到极点。
事出有因	shi'chu'you'yin	事情的发生总有原因。
事过景迁	shi'guo'jing'qian	同“事过境迁”。
事过境迁	shi'guo'jing'qian	谓事情已经过去，客观环境也已改变。
事过情迁	shi'guo'qing'qian	随着事情过去，对该事的感情、态度也起了变化。
事核言直	shi'he'yan'zhi	事情确实，文辞直捷。语出《汉书·司马迁传赞》：“其文直，其事核。”
事火咒龙	shi'huo'zhou'long	比喻荒诞不经之事。事火，指祀火为神；咒龙，指咒龙请雨。
事捷功倍	shi'jie'gong'bei	事情易办而功效很大。
事宽即圆	shi'kuan'ji'yuan	见“事款则圆”。
事款则圆	shi'kuan'ze'yuan	谓遇事只要从容对待，就能圆满解决。款，宽缓。
事齐事楚	shi'qi'shi'chu	语出《孟子·梁惠王下》：“滕，小国也，间於齐楚。事齐乎？事楚乎？”后以“事齐事楚”喻国家无自主权而依附大国。
事往日迁	shi'wang'ri'qian	谓事情和时光都已过去。
事无常师	shi'wu'chang'shi	谓处事没有固定不变的准则，要择善而从。
事无二成	shi'wu'er'cheng	谓公事和私事不能两全。
事与心违	shi'yu'xin'wei	同“事与原违”。
事与原违	shi'yu'yuan'wei	事实与愿望相违背。
事在人为	shi'zai'ren'wei	事情的成功全靠人们自己的努力。
事在萧墙	shi'zai'xiao'qiang	谓祸乱出自内部。事，变故；萧墙，宫室内当门的小墙。语出《论语·季氏》：“吾恐季孙之忧，不在颛臾，而在萧墙之内也。”
侍执巾节	shi'zhi'jin'jie	拿着手巾、梳子伺候，形容妻妾服事夫君。
势不可当	shi'bu'ke'dang	来势迅猛，不可抵挡。语本《晋书·郗鉴传》：“群逆纵逸，其势不可当，可以算屈，难以力竞。”
势不可遏	shi'bu'ke'e	犹势不可当。
势不两存	shi'bu'liang'cun	见“势不两立”。
势不两立	shi'bu'liang'li	谓敌对的事物不能同时并存。
势合形离	shi'he'xing'li	谓总体结构完整而其各部分形体又自相独立。
势均力敌	shi'jun'li'di	谓双方力量相当，不相上下。
势钧力敌	shi'jun'li'di	见“势均力敌”。
势穷力蹙	shi'qiong'li'cu	同“势穷力屈”。
势穷力竭	shi'qiong'li'jie	同“势穷力屈”。
势穷力屈	shi'qiong'li'qu	形势窘迫，力量衰竭。
势如劈竹	shi'ru'pi'zhu	见“势如破竹”。
势如破竹	shi'ru'po'zhu	《晋书·杜预传》：“今兵威已振，譬如破竹，数节之后，皆迎刃而解。”后因以“势如破竹”比喻作战或工作节节胜利，毫无阻碍。
